상장 시기(상장월),최근 공모주 동향(최근 3개월 내의 종속변수 1인 갯수),최근 3개월 공모주 수,"최근 ""따"" 비율",희망공모가_하한,희망공모가_상한,공모가,밴드수익률(공모가/공모가_상한),기관경쟁률,청약경쟁률,의무보유확약,대표주간사,IPO 주간사 순위,총 공모주식 수,구주매출(비율),매출액(백만원),순이익(백만원),자본금(백만원),전문투자자(비율),우리사주조합(비율),일반청약자(비율),공모후 상장주식수(주식수),유통가능주식합계(비율),ROE,종속변수
5,5,17,0.2855381650136561,12902,16379,16379,1.0,1599.3708829839063,1645.0080495913787,0.1324127012094165,3,6,1000000,0.13431463911855993,11766,1782,1241,0.6992640206610801,0.06715731955927996,0.23357865977963999,5250539,0.355963181950242,288.66016020258604,1
8,3,16,0.2023599988825069,10821,13821,14178,1.0594399955300275,367.7585606715968,1050.7349993015669,0.32331260959084335,9,5,757304,0.0,33421,1919,2949,0.6568276930813414,0.14317230691865862,0.2,5223685,0.5353647981226115,78.40302830663066,1
10,3,20,0.20080278185126624,4508,4962,5020,0.9652664601983941,1211.2514866305885,1090.409326175085,0.1757796659590315,0,10,5049397,0.25741371996548856,172232,8480,8810,0.761384080413218,0.0,0.23861591958678197,17654463,0.301944704808593,96.0967965531394,1
10,4,18,0.25399182494440037,8949,10325,11625,1.0884277951890389,1026.9503286423464,1285.5759857951375,0.2506769253099523,4,2,1306070,0.0,17060,-2647,5038,0.6959672997776013,0.10403270022239869,0.2,10100000,0.5091567319410008,-52.58648280032647,1
5,6,19,0.34634904005096645,16086,19149,19149,1.0,1680.014720581918,1995.7752895773945,0.11998130893193878,5,4,872435,0.1424847468532599,33593,2480,1839,0.757390924984073,0.0,0.24260907501592702,3619976,0.28655478191346345,134.99207006485224,1
8,2,15,0.2220232903063786,7775,9910,9910,1.0,1102.5781652931992,1422.5458404038773,0.10110996196604724,7,11,2071747,0.0,54364,5486,3714,0.7344809316122551,0.043114410326469135,0.22240465806127574,12124046,0.33758157745575096,156.31480209644326,1
2,8,19,0.39095340320587796,14804,18146,18804,1.0439062028464614,1026.2872822482861,947.2589210882013,0.44272320443688556,2,10,1974254,0.031831997063684496,53447,9042,4718,0.6,0.1719531014232307,0.22804689857676932,9444089,0.35761502907690634,191.11224261333132,1
1,4,14,0.26947084714932956,11622,14181,15493,1.0887665360265835,1521.837094724737,2894.4983671298155,0.1103312836901017,6,15,1505269,0.0,18779,-1819,3593,0.7438326801329173,0.0123346397341655,0.24383268013291726,8009023,0.2633182628873625,-36.95030495134965,1
6,4,14,0.3426416821771652,4719,5824,5824,1.0,1200.529019831502,1435.8038858942668,0.09200519378135276,13,14,2410363,0.0,41406,4659,3027,0.7419303426757521,0.028243800634867797,0.22982585668938016,11959651,0.41748099189842114,169.8195908389191,1
10,9,23,0.4013401522845064,10030,11896,11896,1.0,1283.0979138672515,1674.9258872294033,0.02436152741264402,5,2,1567007,0.0,6649,-470,5467,0.7879386294394424,0.00536060913802563,0.20670076142253205,11173196,0.5194306558341498,-7.729138361808454,1
1,14,23,0.6488486929474665,16812,20798,20798,1.0,1264.2463082365068,1046.820847063972,0.36216511790524286,1,16,1897121,0.0,27287,7530,4546,0.6040295746838674,0.14740955913179948,0.24856086618433304,9317773,0.24166667536005315,177.19050653021878,1
5,3,11,0.25530823534041713,10542,13836,16857,1.2491952943722944,944.9498156973635,1215.4119886338713,0.549242431765709,3,4,860391,0.04897254886527619,5866,-1037,2580,0.6197945097730553,0.16796235301062573,0.21224313721631904,5106337,0.5504182591341991,52.5291025708587,1
9,2,15,0.20492261216163382,7810,9924,9924,1.0,1026.6244772726263,1377.6100464293686,0.10613072106934432,7,12,2080640,0.0,59612,5902,4021,0.7337969044864653,0.04721857308120789,0.21898452243232677,12089845,0.3487585806911561,154.3415871558637,1
6,4,14,0.3231641043553494,25040,30857,30857,1.0,1530.8505779122468,1525.1245176834282,0.07730795853729475,7,5,706326,0.194959687786675,19355,-4614,2364,0.75,0.0,0.25,4730825,0.2776113335661954,-197.81445679544248,1
10,3,20,0.20462931800768322,4546,5003,5084,0.9720364857059011,1234.1198969226093,1110.9831393434636,0.1791293568405719,0,10,5062364,0.26231904496908004,175429,8617,8811,0.7606482080754455,0.0,0.23935179192455447,17657407,0.3016444688947818,97.64513269259888,1
5,7,17,0.42818401316429555,4072,4622,5054,1.1295442786619845,1544.2402608858463,2248.8530864288346,0.1416237691054817,9,10,4165889,0.0,12502,1180,3191,0.6204557213380154,0.12954427866198454,0.25,21445434,0.20157742088858996,32.271356554569095,1
1,12,22,0.5860729402696718,10063,11459,11478,1.0021816998501822,1433.6593466707154,1981.1905370497527,0.17792183869263506,13,10,1830811,0.32756535313199603,46905,4305,3057,0.6994182133732847,0.09985455334332119,0.20072723328339412,6116780,0.32337388468419753,140.83297485601673,1
8,3,15,0.15712926293745133,21247,24649,25350,1.0280470047045278,1683.0602569255307,1312.9929970719768,0.4075901520126249,4,1,3105176,0.0,44301,10678,10224,0.6194823732358021,0.1305176267641979,0.25,20010352,0.18780842059580752,108.8830339439916,1
10,8,21,0.3620843605023803,13331,16151,17381,1.049209877577444,1515.7341795911677,2238.7536871935645,0.1689515042045109,5,3,835967,0.0,10763,2240,2714,0.7589917686854634,0.020504115657268347,0.22050411565726835,5429574,0.5182005954089932,82.83851375439703,1
2,4,15,0.30883660676495983,9000,11696,13000,1.1103877977450134,1789.4285521137215,2319.4835851531034,0.3739617651365107,5,8,2392642,0.0,30560,-2296,6125,0.7139224404509973,0.04,0.25,12271347,0.28098518010546325,-38.530180239208754,1
4,9,19,0.5081302663750169,4306,5043,5881,1.1612505015595254,1436.163316685947,1399.9359751913826,0.19769705778507013,10,10,10406513,0.0,4464,-8781,75468,0.6843787616964406,0.06562123830355936,0.25,64945673,0.2338765548345288,6.240983245506939,1
11,10,24,0.4217901519538122,9245,11437,11725,1.0115009566607502,1419.6078553543623,1865.4385125283718,0.09067406920160728,5,2,961663,0.0,7422,1375,2724,0.7904158694493749,0.004792065275312576,0.20479206527531257,5449057,0.5655567152602079,50.57951065400064,1
8,6,20,0.35661620274512607,7713,10169,10169,1.0,1214.6491128686857,1551.6711834744567,0.043852140650806004,6,10,2498327,0.0,4231,-3687,8380,0.782587226648835,0.0,0.21741277335116502,12130348,0.3826346302082073,28.737703937185564,1
6,3,17,0.22636273281844918,13382,16924,12812,0.8201036787940662,677.4128190044651,713.0867493336423,0.007006945049594611,1,11,3031813,0.0919531886509638,2927,-22293,4712,0.7756994744579906,0.0,0.22430052554200947,15254196,0.26686020449837244,-268.9194640508157,1
4,2,19,0.14245204808882853,7357,9122,9279,1.0235095903822342,659.4438664842593,1181.4571458246915,0.05267561819898553,2,12,1177256,0.03353378302512282,18656,3045,2662,0.6129808192355314,0.1870191807644686,0.2,6392255,0.5540488329419659,335.742059737046,1
3,0,8,0.04361970605533972,7127,8405,9691,1.1446568713589587,683.8596182734582,1124.3008246997615,0.2548828352089553,3,6,1200000,0.0,3957,678,3499,0.6301728608839365,0.1698271391160635,0.2,6592730,0.4629323420877121,20.77384646906166,1
1,5,18,0.26785231487466954,11433,14311,15244,1.0622086700227875,984.6167985840848,1081.8752654241466,0.3539109386686501,4,1,1967415,0.045101285766520824,69592,9133,3337,0.6529078619680977,0.1470921380319023,0.2,9481178,0.43936395284192875,393.81375041645174,1
7,5,17,0.31716179863837884,18898,21330,23486,1.094860007962142,1391.9533884685911,1149.6881959505877,0.1063219546319049,2,16,627527,0.28742582412529016,13331,3180,2038,0.75,0.006881814562662743,0.24311818543733726,4102848,0.35105769994810365,154.73328503543573,1
10,2,21,0.13545685612918779,7813,9742,9742,1.0,1134.7217096864852,1615.9650634268864,0.014501743672895709,10,4,1974999,0.18640244825136973,69884,5664,814,0.7949520623657642,0.005047937634235791,0.2,8157531,0.24292236343011703,695.0949559695439,1
3,5,15,0.357348690530579,8852,11705,12558,1.068234121525677,1559.990647812612,1659.6129262375443,0.5310372946275329,9,17,2212136,0.0,16940,-6444,5990,0.7214707348092904,0.04441220442787114,0.2426463259535481,12046711,0.3518627775321965,-105.677465908322,1
1,13,22,0.5696231938388219,10610,14036,14146,1.0073412374838506,1357.6220652135387,1437.877114709784,0.09230302032299947,4,1,1819756,0.005322397175791652,43792,6536,1211,0.7297222675226092,0.07027773247739078,0.2,9302859,0.33840787697028507,635.3236287322397,1
8,3,16,0.20602488189966006,10722,13722,14277,1.0740995275986402,385.7379129255938,1053.0255511872874,0.3423136184643913,8,4,760437,0.0,31778,1703,2965,0.6542904663771584,0.14570953362284156,0.2,5216550,0.5415218015914288,70.72233118670476,1
3,10,19,0.5732419949469063,11695,13953,15065,1.0964282295211354,1531.1590173937104,1790.240343185862,0.1190517756780172,7,4,909614,0.0,19259,483,2336,0.75,0.0,0.25,4673092,0.2425475231171329,18.49626392306493,1
6,10,23,0.44396665418433057,8747,9985,10688,1.0811296365642606,1529.8916183293964,1744.1888310340892,0.1642375296621948,8,6,1679231,0.15261672537359805,28893,3318,3078,0.6783654302495304,0.09459135756238261,0.22704321218808693,6157707,0.2790051442508854,108.00126319602867,1
7,2,11,0.2652078180685145,9029,11990,15840,1.3174205224298507,686.8290185391955,1080.7655758165604,0.6605818905918406,3,3,823805,0.0,3428,-1911,3234,0.6127954394600332,0.1872045605399668,0.2,5089664,0.6408073656396313,-57.80149693382552,1
11,5,20,0.24044291436042783,20852,23583,23583,1.0,1433.6623388688176,1659.145147982491,0.14866432023752404,13,11,901476,0.0,41524,3119,1052,0.7238927140989304,0.050738190600713044,0.22536909530035654,3146778,0.360250097655262,441.21195018092544,1
2,6,18,0.26382599837825516,11079,13217,14356,1.0802749033827497,982.9164500983984,1499.6535099185091,0.4199903160692059,6,2,2046396,0.04866550825415565,62966,8531,3547,0.6657503220575016,0.13424967794249837,0.2,9688160,0.4310187435228893,274.3854532714601,1
5,5,14,0.27063155575530257,16547,18181,18584,1.0623218547661566,1461.0369352720568,977.8033823741891,0.3630781452338434,6,4,7399189,0.0,38747,5275,54815,0.673991897481993,0.07600810251800709,0.25,48651352,0.19822997533721248,108.81213664809448,1
9,3,17,0.22358398193439877,18958,22718,24277,1.0455548581787601,1303.7056064936723,2476.6148746632116,0.24003799902796882,8,6,624975,0.0,27684,4279,2690,0.7,0.062007280938909656,0.23799271906109035,5381494,0.42961218930441164,159.1743972472758,1
1,14,22,0.6125514345350073,13068,15068,15992,1.0646895670323935,1421.2794025595126,950.2111451214198,0.12998074908672894,0,11,1322758,0.24200501356164966,59386,3590,4201,0.6,0.2,0.2,8835478,0.4789423974984352,108.76770004905865,1
9,5,19,0.27062075550570386,13968,15840,15840,1.0,1250.6036866323896,1530.0021646735072,0.08711788319802753,9,5,2784008,0.4355601390446754,131700,12441,5416,0.7884008250280417,0.005155188876425969,0.20644398609553247,11087112,0.27859208204080366,224.56289234028023,1
8,2,12,0.18896320872704406,5931,6710,6710,1.0,809.8122330757474,1004.0781287370249,0.05659928228975025,5,2,2785774,0.06402291947888622,36665,4974,5540,0.7128045838957772,0.08719541610422277,0.2,11100000,0.48744649562266656,89.7333572987729,1
5,7,17,0.3835433535570493,7617,9620,10696,1.1151902693512294,1635.7107487454223,2216.453630347394,0.19272635974048957,4,4,1152849,0.0,14008,918,2303,0.6558234578970901,0.0593668114541394,0.2848097306487706,5573169,0.33942616852796526,37.79736376195825,1
10,1,24,0.08581296697430535,10916,13472,13472,1.0,1349.4910905509028,1485.6254768108377,0.20891252949061664,5,3,725683,0.023211903266981374,20639,3522,1747,0.7930586413675296,0.0,0.2069413586324705,3496044,0.21646563655246862,202.34272555943295,1
9,5,21,0.23021868620080366,6378,7371,8204,1.0961312117204822,1245.4816344921053,1401.945632466805,0.1907982273570954,5,6,1788691,0.08978131379919635,18706,2746,3166,0.6815475153118071,0.08640874744803215,0.23204373724016072,6334614,0.26536694281273565,86.44547184365207,1
11,2,18,0.12818800843991449,13001,14628,14628,1.0,884.9048825173679,871.8485687668915,0.06218984694656909,1,10,470297,0.0,35714,2605,1419,0.8,0.0,0.2,2765240,0.4157158047590728,179.96012574948872,1
7,2,8,0.37555977800340923,12962,14962,15654,1.0518500924985794,1381.4775503648586,2962.555708051333,0.23020328515433514,6,4,1196299,0.0,32652,-997,4111,0.7170398520022729,0.06567678383153401,0.21728336416619318,8224507,0.35716356818048867,-20.507124300622536,1
4,6,18,0.3607109568915411,14170,17029,17287,1.0113532749103387,1698.5808573520258,1942.7775401429458,0.10928806038189467,4,5,855584,0.18434344511461143,27658,2324,1864,0.75,0.0,0.25,3730386,0.27264474190777266,123.96411740261149,1
5,1,15,0.13109424603943085,20402,25023,27653,1.0894265211553116,1685.4601015888754,1662.3638861704826,0.2762831514441396,4,6,1036822,0.17837982341480407,24384,3327,1494,0.6973434523763415,0.05265654762365852,0.25,4944092,0.29658405951892197,292.16078374417873,1
4,0,7,0.036568648762687006,7268,8501,9902,1.1568359703189952,709.5504660218425,1137.628604993292,0.2801512605249889,3,5,1200000,0.0,3672,587,3528,0.6333778869260513,0.16662211307394864,0.2,6607361,0.4475866773980661,17.90802768859424,1
3,13,24,0.5452240708391036,9690,12276,13932,1.1158752180317717,1363.7972381558598,775.3844289594846,0.5147384556505333,10,17,2447044,0.23886848517120965,56045,7459,5276,0.7834463974240327,0.024830403863951106,0.2,10565536,0.30587180061661096,141.1535452034069,1
2,14,22,0.6269253177429596,15461,19077,19077,1.0,1343.0015549687628,1285.368648625127,0.3467792946112988,1,13,1803855,0.0,24197,5262,4665,0.6115373411285202,0.13846265887147974,0.25,9339890,0.2525448579053218,113.30458946495239,1
10,2,18,0.1206258402292845,9183,10357,10357,1.0,810.8780475216602,720.7982792308451,0.04158340898745296,0,11,416943,0.006833232639755265,30417,2222,1350,0.7979565691866761,0.0,0.20204343081332396,2702838,0.4164430148496021,165.25043584222627,1
11,8,24,0.33,17952,20568,21898,1.066485194954227,1642.9276382696685,2510.0980440707635,0.10345379727629275,0,10,1225574,0.06336754215836891,21472,3051,3684,0.75,0.0,0.25,7368544,0.3162866285550351,82.66053089837325,1
8,4,14,0.31357710170958764,11524,13524,15328,1.122639642364567,973.1620481588793,1494.3220060727224,0.3609240831446291,4,2,1116669,0.0,4787,-5584,4946,0.6167154203419175,0.16935506270648457,0.21392951695159795,9912777,0.49717648537704595,-112.58058509761918,1
